g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.268	3.24359390204346e-05	0.00210833603632825	0.000129743756081739	0.0649367499189102	0	0	0.000129743756081739	3.24359390204346e-05	0.00463833927992215	0.00645475186506649	0	0.00356795329224781	0	0	0	0.10668180343821	0	3.24359390204346e-05	3.24359390204346e-05	0	0	0	0	0	0.00265974699967564	0	0	0.0657152124554006	0	0.0338631203373338	3.24359390204346e-05	0	0.000778462536490431	0	6.48718780408693e-05	0	6.48718780408693e-05	0.00145961725591956	0	9.73078170613039e-05	0.000778462536490431	0.0147583522542978	3.24359390204346e-05	0.0143042491080117	0.00600064871878041	0	0.00606552059682128	0.00145961725591956	0.0805708725267597	0.000973078170613039	0.00746026597469997	0.00317872202400259	0.0179695102173208	0.00360038923126825	0	0.000778462536490431	0.000778462536490431	0.0635744404800519	0.000810898475510866	0.0150502757054817	0.000940642231592605	0.018358741485566	0.0819007460265975	3.24359390204346e-05	0.0112552708400908	3.24359390204346e-05	0.00298410638987999	0.00454103146286085	0.000162179695102173	0.00398962049951346	0.000551410963347389	0.000746026597469997	0.00515731430424911	0.000551410963347389	0.000129743756081739	0.00048653908530652	0	0	0.0107362958157639	9.73078170613039e-05	0.00103795004865391	0.00431397988971781	0	0	0.0115147583522543	0	0.00606552059682128	0.000129743756081739	0.00859552384041518	0.000648718780408693	0.00360038923126825	0.00178397664612391	0.0577359714563737	0.0151151475835225	0.00330846578008433	0.00291923451183912	0.035971456373662	0.0523840415180019	0.0283165747648394	0.0163152773272786	6.48718780408693e-05	0.0073953940966591	0.0163152773272786	0.000194615634122608	0.00048653908530652	6.48718780408693e-05	0	0.000227051573143042	3.24359390204346e-05	0	0	0.00755757379176127	0	0.000356795329224781	0.000518975024326954	0	3.24359390204346e-05	0	3.24359390204346e-05	6.48718780408693e-05	0	3.24359390204346e-05	0.000259487512163477	6.48718780408693e-05	3.24359390204346e-05	0	0	3.24359390204346e-05	0.00810898475510866	0.000162179695102173	3.24359390204346e-05	0.0131689912422965
CS.148	0	0	0.00180551466980669	0.000647630261995879	0	0	7.85006378176823e-05	0	0.00284564812089098	0.00139338632126386	0	0.000215876753998626	0	0	0	0.250672161711314	0	0	1.96251594544206e-05	0	0.0214895496025905	1.96251594544206e-05	3.92503189088411e-05	0	0.00129526052399176	1.96251594544206e-05	0	0.0327543911294279	0	1.96251594544206e-05	0	0	0	0	0	0.000137376116180944	1.96251594544206e-05	0.00107938376999313	0	9.81257972721028e-05	0.0128937297615543	0.00296339907761751	0	0.00180551466980669	0.00239426945343931	0	0.00102050829162987	0.00104013345108429	0.000235501913453047	0.0034344029045236	5.88754783632617e-05	0.00282602296143656	0.000490628986360514	0.000883132175448925	0	0.0122068491806496	1.96251594544206e-05	0.0289078598763615	0	0.0126189775291924	0.00111863408890197	0.0048670395446963	0.129133549210087	1.96251594544206e-05	0.0049651653419684	0	0.00578942203905407	0.000647630261995879	3.92503189088411e-05	0.00961632813266608	0.0014326366401727	0	0.0163870081444412	0.0107938376999313	0	0	0	0	0.0445294868020803	0.00068688058090472	5.88754783632617e-05	0.00211951722107742	0	0	0.000294377391816309	0	0	0	0.00847806888430968	0.00178588951035227	0.00100088313217545	0.000549504464723776	0.164498086546953	1.96251594544206e-05	0.000843881856540084	0.000588754783632617	0.0424099695810028	0.000137376116180944	0.000529879305269355	3.92503189088411e-05	0.000157001275635365	0	0.00229614365616721	3.92503189088411e-05	0.000274752232361888	0	0.000274752232361888	0.0526543028162104	0.000274752232361888	0	0	5.88754783632617e-05	0	0.000314002551270729	1.96251594544206e-05	0	3.92503189088411e-05	0	0	1.96251594544206e-05	3.92503189088411e-05	0	3.92503189088411e-05	0	0	0	3.92503189088411e-05	5.88754783632617e-05	0.000647630261995879	0.00282602296143656	0	0.0243744480423903
CS.359	2.40280647796626e-05	9.61122591186506e-05	0.00182613292325436	0.180739103272622	0.000144168388677976	0	0.0995963285117017	0	0.00965928204142438	0	0	0	1.20140323898313e-05	0	0.000324378874525446	0.227617857657744	0	0	0	0	0	0	0	0	0.000156182421067807	0	0	6.00701619491566e-05	0	2.40280647796626e-05	0	0	0	0	0	0.00018021048584747	0	0.00018021048584747	0	4.80561295593253e-05	0.00476957085876304	0.00492575327983084	0	0.00245086260752559	0.000132154356288145	1.20140323898313e-05	0	0.000432505166033928	4.80561295593253e-05	0	0	0.000684799846220385	0	0	0	0	0	0.0228747176702388	0	0.08689749627565	0	0.00683598442981402	0.165613436493825	1.20140323898313e-05	2.40280647796626e-05	0.00151376808111875	0.00317170455091547	0.000672785813830554	0.000108126291508482	7.20841943389879e-05	0.0023787784131866	0	0.0244125138161372	0	0	0	0	0	0.016026719208035	0	0.00018021048584747	0.00358018165216973	0	0	0.00142966985438993	0	0.00663174587918689	0	0.000372435004084771	0.00931087510211927	8.40982267288193e-05	0.000528617425152578	0.000312364842135614	2.40280647796626e-05	0	0.00117737517420347	0.054555721082224	0	0.000336392906915277	0.000144168388677976	1.20140323898313e-05	0	0.0073646018549666	1.20140323898313e-05	0	0	0.000336392906915277	7.20841943389879e-05	0	0	0	0.0345523571531549	1.20140323898313e-05	0.00140564178961026	0	0	0	0	1.20140323898313e-05	0	1.20140323898313e-05	0	0	2.40280647796626e-05	1.20140323898313e-05	0	1.20140323898313e-05	0.000192224518237301	0.00179009082608487	0.00300350809745783	0	0
CS.147	6.29009938357026e-05	0.000345955466096364	0.000786262422946283	0.0545980626493899	9.43514907535539e-05	0	0.0390615171719713	3.14504969178513e-05	0.00393131211473141	0.000660460435274877	0.0023902377657567	6.29009938357026e-05	0	0	0.000786262422946283	0.245942885897597	0	0	6.29009938357026e-05	0	3.14504969178513e-05	3.14504969178513e-05	0	0	0.0012894703736319	3.14504969178513e-05	0	0.0180525852308466	0	0.0431186312743741	0	0	0	0	0	0.000125801987671405	0	0.0150333375267329	3.14504969178513e-05	0.000345955466096364	0.00138382186438546	0.0048433765253491	0	0.00172977733048182	0.0011636683859605	0.000220153478424959	0.00132092087054975	0.000597559441439175	3.14504969178513e-05	0.00157252484589257	0.00462322304692414	0.00072336142911058	0	0.00163542583972827	6.29009938357026e-05	3.14504969178513e-05	0.00132092087054975	0.0284312492137376	0	0.0535916467480186	0.000786262422946283	0.00547238646370613	0.030664234494905	0	0.00474902503459555	0	0.00528368348219902	0.000220153478424959	9.43514907535539e-05	0.018618694175368	0.000314504969178513	0	0.00666750534658448	0.00207573279657819	0	0.0012265693797962	0	0	0.0249402440558561	0.00169832683356397	0.000377405963014216	0.00629009938357026	0	0	0.000345955466096364	0.000157252484589257	0.00371115863630645	0	0.00512643099760976	0.000691910932192729	0.00047175745376777	0	0.0877154359038873	0.0612341174990565	0	0.00323940118253868	0.0728079003648258	0.00160397534281042	0.00179267832431752	0.00669895584350233	6.29009938357026e-05	0.000125801987671405	0.00569253994213109	3.14504969178513e-05	0.000314504969178513	0.00025160397534281	0.00201283180274248	0.000157252484589257	0.00025160397534281	0	0	0.019876714052082	0.00198138130582463	0.000566108944521323	0	0	0	0	3.14504969178513e-05	0	0	0.00971820354761605	9.43514907535539e-05	0.000283054472260662	0.00292489621336017	0	9.43514907535539e-05	0	0.00767392124795572	0.0011007673921248	0	0.0183356397031073
CS.349	0.0139104328246185	0.013710282712034	0.000400300225168877	0.000275206404803603	0	0.000125093820365274	0.00510382787090318	0	0.00307730798098574	7.50562922191644e-05	0.000350262697022767	0.000650487865899425	0.00145108831623718	0	0.000450337753314986	0.225168876657493	0	0.00985739304478359	0	0.00923192394295722	0.00412809607205404	0	0	0	0.000450337753314986	0	0	0.0314485864398299	0	0.0235926945208907	2.50187640730548e-05	0	0.00112584438328747	0	0.00525394045534151	5.00375281461096e-05	7.50562922191644e-05	0.000875656742556918	0	2.50187640730548e-05	0.00465349011758819	0.0182887165374031	7.50562922191644e-05	0.000150112584438329	0.00165123842882162	0	0.000875656742556918	0.000550412809607205	0.0422817112834626	0.00535401551163373	0.000500375281461096	0.00320240180135101	0.000975731798849137	0.000700525394045534	0	0.0044283212409307	0.00165123842882162	0.0653490117588191	0.000800600450337753	0.0303727795846885	0.000225168876657493	0.00405303977983488	0.0375031273455091	0.0261195896922692	0.00242682011508631	0.000200150112584438	0.00400300225168877	0.000275206404803603	0	0.00978233675256442	0.000675506629972479	0.000275206404803603	0.0152114085564173	0.00345258944208156	0	0.00300225168876658	0	0	0.00440330247685764	0.00160120090067551	0.00200150112584438	0.00457843382536903	0.00112584438328747	0	0.000150112584438329	0	0.000875656742556918	0.000200150112584438	0.0174380785589192	0.000300225168876657	0	0.000525394045534151	0.110307730798099	0.00850637978483863	0.000250187640730548	0.0227920940705529	0.0575931948961721	0.00215161371028271	7.50562922191644e-05	0.0155866900175131	7.50562922191644e-05	0	0.000425318989241931	0.000225168876657493	0.000250187640730548	0.000100075056292219	0.00485364023017263	0.0353765323992995	7.50562922191644e-05	0	2.50187640730548e-05	0.000100075056292219	0	0.000650487865899425	0	0	0	0.000225168876657493	0.00833124843632724	0	0	0.0236177132849637	0.000100075056292219	0	0.000475356517388041	2.50187640730548e-05	0.000100075056292219	0.000400300225168877	0.00107580685514136	0.00500375281461096	0	0.0110082561921441
CS.254	0.0144329543898096	1.71209423366662e-05	0.00063347486645665	0.0190213669360362	5.13628270099986e-05	0	0.000188330365703328	0	0.00761881933981646	0.0011128612518833	0	0.00350979317901657	0	1.71209423366662e-05	0.000753321462813313	0.276417614025476	0	0	0	0.00152376386796329	0.00647171620325983	3.42418846733324e-05	0	0	0.00104437748253664	3.42418846733324e-05	0	0.0447370223257088	0	0.0188672784550062	0	0	0.000325297904396658	0	0.00463977537323654	6.84837693466648e-05	0	0.00270510888919326	0	0.000325297904396658	0.00176345706067662	0.00789275441720312	8.5604711683331e-05	0.000564991097109985	0.000941651828516642	0	0.00155800575263663	0.0011128612518833	0.00176345706067662	0.00174633611833995	0.00207163402273661	0.00152376386796329	0.000171209423366662	0.000787563347486646	1.71209423366662e-05	0.00371524448705657	0.000119846596356663	0.0334029584988358	0.000530749212436653	0.0386590877961923	0.000770442405149979	0.00422887275715655	0.0245343103684427	0	0.0348411176551157	0.000462265443089988	0.00767018216682646	0.000119846596356663	8.5604711683331e-05	0.0182166826462128	0.000171209423366662	3.42418846733324e-05	0.00440008218052322	0.00943363922750308	0.000547870154773319	0.000599232981783317	0	0	0.0474078893302287	0.000513628270099986	0.000445144500753321	0.0103410491713464	0.000205451308039995	0	0.000308176962059992	5.13628270099986e-05	0.0256642925626626	1.71209423366662e-05	0.0104095329406931	0.00352691412135324	0.000393781673743323	0.000616353924119984	0.122928365977263	0.00428023558416655	0.00174633611833995	0.00436584029584988	0.0758971373784413	0.00205451308039995	0.000770442405149979	0.00602657170250651	0	0	0.000239693192713327	8.5604711683331e-05	6.84837693466648e-05	0.000102725654019997	0.00825229420627311	0.000239693192713327	0.000102725654019997	0	0	0.0180112313381729	0	0.000291056019723326	8.5604711683331e-05	0	0	0	0	0	0	0.0209731543624161	6.84837693466648e-05	0	5.13628270099986e-05	1.71209423366662e-05	0.000376660731406657	0	0.000599232981783317	0.000667716751129982	0	0.00510204081632653
CS.369	2.79056788056369e-05	0.00652992884051905	0.000111622715222548	0.0038509836751779	0	0	5.58113576112739e-05	0	0.00778568438677271	0.00527417329426538	0	0.00231617134086787	0	0	0.000167434072833822	0.279977675456956	0.00276266220175806	0	0	0.000976698758197293	0.00586019254918376	0	0	0	0.000195339751639459	2.79056788056369e-05	0	0.112878470768801	0	0.00764615599274452	0	0	0	0	0	2.79056788056369e-05	0	0.0023440770196735	0	5.58113576112739e-05	0.0207618250313939	0.00186968047997768	0	0.00147900097669876	0.000474396539695828	0	0.00248360541370169	0.000390679503278917	0.00100460443700293	0.00212083158922841	0.000334868145667643	0.000279056788056369	0.000306962466862006	0.00186968047997768	0	0.00178596344356076	8.37170364169108e-05	0.0310869261894796	0	0.000976698758197293	0	0.0143435189060974	0.127780103251012	0	0.00036277382447328	0	5.58113576112739e-05	0.0061950606948514	0.000195339751639459	0.000334868145667643	5.58113576112739e-05	0	0.00318124738384261	0.000111622715222548	0	0.00175805776475513	0	0	0.00443700293009627	0.00178596344356076	0.00147900097669876	0.0186968047997768	0	0	0.00167434072833822	0	0.0010604157946142	0.00147900097669876	0.00527417329426538	0.00507883354262592	0.000167434072833822	0.000837170364169108	0.0828240546951305	2.79056788056369e-05	0.000111622715222548	0.00446490860890191	0.115529510255337	0.00435328589367936	0.000892981721780382	0.000530207897307102	2.79056788056369e-05	2.79056788056369e-05	0.00817636389005163	0	0.00164643504953258	0.0104088181945026	0.000781359006557834	2.79056788056369e-05	2.79056788056369e-05	0	0	0.0351611552951026	0	5.58113576112739e-05	0	0	0	0	0	8.37170364169108e-05	0	0.000418585182084554	0.00237198269847914	0	0	0	5.58113576112739e-05	0	8.37170364169108e-05	8.37170364169108e-05	0	8.37170364169108e-05
CS.385	0.000236905582356995	0.0024552033080634	0.000258442453480358	0.123277050310131	2.15368711233632e-05	2.15368711233632e-05	0.0415230875258442	0	0.00305823569951757	4.30737422467264e-05	0	0.000323053066850448	0	0	0.000172294968986906	0.154182460372157	0.00594417643004824	0.0108330461750517	0.00150758097863542	0	0.00921778084079945	2.15368711233632e-05	0	0	0.000430737422467264	2.15368711233632e-05	0	0.0969159200551344	0	0.0173802549965541	0	0	0.00172294968986906	0	2.15368711233632e-05	0	0.00053842177808408	0.00232598208132323	0	0	0.00198139214334941	0.0125559958649207	0.000409200551343901	8.61474844934528e-05	0.00947622329427981	0	0.00133528600964852	6.46106133700896e-05	0.0104453824948312	0.00732253618194349	0.00142143349414197	0.00101223294279807	0.00101223294279807	0.00366126809097174	0	0.0297639558924879	2.15368711233632e-05	0.00691333563059959	0.00176602343211578	0.0135251550654721	4.30737422467264e-05	0.00275671950379049	0.0186078566505858	0	0.0346528256374914	0	0.00118452791178498	4.30737422467264e-05	4.30737422467264e-05	0.00359665747760165	0.000516884906960717	0.0018737077877326	0.00139989662301861	0.000279979324603722	0	4.30737422467264e-05	0	0	0.00243366643694004	0.000969159200551344	0.000516884906960717	0.0133959338387319	2.15368711233632e-05	0	0.0026921088904204	0	0.00273518263266713	2.15368711233632e-05	0.0261888352860096	0.00103376981392143	0.000172294968986906	0.000753790489317712	0.118603549276361	0.00607339765678842	0.000559958649207443	0.00213215024121296	0.052657649896623	0.0130298070296347	0.000129221226740179	0.00424276361130255	0	0	0.000215368711233632	2.15368711233632e-05	0.000344589937973811	0.000107684355616816	0.000926085458304618	0.00107684355616816	0	0	0.00174448656099242	0.030302377670572	2.15368711233632e-05	0.000215368711233632	0	0.00120606478290834	0	0.00404893177119228	0.00053842177808408	0	0	0.00669796691936595	0	0.00103376981392143	0.00501809097174363	0	2.15368711233632e-05	0.000107684355616816	0.000172294968986906	0.00198139214334941	0	0.028342522398346
CS.178	0.107089663389931	0.000148942508191838	0.000178731009830206	0.00448316949657432	1.48942508191838e-05	1.48942508191838e-05	0.00819183795055109	0.00807268394399762	0.00816204944891272	2.97885016383676e-05	1.48942508191838e-05	0	0	1.48942508191838e-05	0.000178731009830206	0.104989574024427	0	0	0.0130026809651475	1.48942508191838e-05	0.00680667262436699	0.0419571045576407	0	1.48942508191838e-05	0.123443550789395	1.48942508191838e-05	1.48942508191838e-05	0.0394399761691987	0	0.0265862377122431	1.48942508191838e-05	0	0.000700029788501638	0.000834078045874293	0.010694072088174	0	0	0.000342567768841227	0	1.48942508191838e-05	0.00177241584748287	0.0336014298480786	1.48942508191838e-05	0.000953232052427763	0.00198093535895144	0	0.00342567768841227	0.00268096514745308	0.0046916890080429	0.00043193327375633	0.000804289544235925	5.95770032767352e-05	0.0014745308310992	0.00560023830801311	1.48942508191838e-05	0	0.000580875781948168	0.0576109621686029	0.000953232052427763	0.00256181114089961	0.000193625260649389	0.000700029788501638	0.0310694072088174	1.48942508191838e-05	0.000238308013106941	0	0.00363419719988085	8.93655049151028e-05	0.000134048257372654	0.00345546619005064	4.46827524575514e-05	0.000938337801608579	0.00318736967530533	0.000223413762287757	0.000253202263926125	0.000506404527852249	2.97885016383676e-05	0.000178731009830206	0.0025767053917188	0.00102770330652368	0.0038576109621686	0.0613494191242181	5.95770032767352e-05	8.93655049151028e-05	0.000848972296693476	0	0.0146261543044385	0.00169794459338695	0.015236818588025	0.00728328865058088	2.97885016383676e-05	0.000446827524575514	0.0606493893357164	0.00214477211796247	0.000685135537682455	0.0190497467977361	0.00501936252606494	0.00467679475722371	0.00510872803098004	0.000372356270479595	2.97885016383676e-05	0.00236818588025022	0.00142984807864164	0.0368632707774799	0.000968126303246947	0	0	0.0200923443550789	0	0	0	8.93655049151028e-05	0	5.95770032767352e-05	1.48942508191838e-05	0	5.95770032767352e-05	0.000238308013106941	0	2.97885016383676e-05	0.0182603515043193	0.00920464700625559	0.00962168602919273	0.000178731009830206	0.0148644623175454	1.48942508191838e-05	0.000685135537682455	8.93655049151028e-05	0.00114685731307715	1.48942508191838e-05	2.97885016383676e-05	1.48942508191838e-05
CS.214	4.58989305549181e-05	0	0.00110157433331803	0.0584063891311332	0	0	0.0806673704502685	0	0.000642585027768853	6.88483958323771e-05	0	0.000114747326387295	0.00385551016661312	0	0.000413090374994263	0.116353788956717	0	0	2.2949465277459e-05	0	0.00165236149997705	0.00022949465277459	2.2949465277459e-05	0	0.176160095469776	0.000183595722219672	0.000596686097213935	0.0314866663606738	0	0.0238903933538349	0	2.2949465277459e-05	0	0	0.0022949465277459	2.2949465277459e-05	0	0.00798641391655574	0	0.00674714279157296	0.00144581631247992	0.00491118556937623	0.000137696791664754	0.00105567540276312	0.0080093633818332	0	0.00121632165970533	0.000757332354156148	0.000275393583329508	0.00796346445127829	0.00231789599302336	0.00254739064579795	0.00107862486804057	0.000573736631936476	9.17978611098361e-05	0	0.000757332354156148	0.00569146738880984	0	0.00282278422912746	2.2949465277459e-05	0.0118419240831689	0.037797769311975	0	0.00351126818745123	0	0.0111075411942902	4.58989305549181e-05	6.88483958323771e-05	0.00323587460412172	0	6.88483958323771e-05	0.00860604947904714	2.2949465277459e-05	0.0010097764722082	0	0	6.88483958323771e-05	0.0168219580483775	0.00289163262495984	0.00144581631247992	0.00899619038876394	0	0.00397025749300041	0.000160646256942213	0	0.0472758984715656	9.17978611098361e-05	0.0010097764722082	0.00169826043053197	0.000367191444439345	0.00137696791664754	0.0913847707348419	0	0.000252444118052049	0.00275393583329508	0.0404828567494377	0.00144581631247992	0.00149171524303484	0.00401615642355533	4.58989305549181e-05	0	0.000642585027768853	0.000114747326387295	0.000275393583329508	2.2949465277459e-05	0.00509478129159591	0.013448386652591	0.038394455409189	0	0.000275393583329508	0.0569376233533759	0	0.000872079680543443	0	0	2.2949465277459e-05	0	2.2949465277459e-05	4.58989305549181e-05	0	0.000252444118052049	0.00454399412493689	0.000550787166659017	4.58989305549181e-05	0	9.17978611098361e-05	0.000206545187497131	0.0022949465277459	0.000573736631936476	0	0.00339652086106394
CS.129	0.000179443008900373	0.00165087568188343	0.00139965546942291	0.0913723801320701	3.58886017800747e-05	0	0.0021174275050244	0.000251220212460523	0.00983347688774045	0.00384008039046799	0.000143554407120299	0.000322997416020672	0	0.000143554407120299	0	0.0415590008613264	0	0	0	3.58886017800747e-05	0.000753660637381568	0.000107665805340224	0.00046655182314097	0	0.0295722078667815	0.000179443008900373	3.58886017800747e-05	0.0105512489233419	0	0.0101564743037611	0.000322997416020672	0	3.58886017800747e-05	0	0.0022609819121447	0.000107665805340224	0	0.0227174849267873	3.58886017800747e-05	0.00247631352282515	0.0286391042204996	0.0411642262417456	3.58886017800747e-05	3.58886017800747e-05	0.000287108814240597	0	0.000394774619580821	0.000143554407120299	0.0125251220212461	0.00480907263853	0.0146066609244904	0.00197387309790411	0.000322997416020672	0.000179443008900373	7.17772035601493e-05	0.000753660637381568	0.000610106230261269	0.0652095894343956	0	0.0645277060005742	0.000717772035601493	0.016365202411714	0.0603646281940856	3.58886017800747e-05	0.00215331610680448	0.000825437840941717	0.00653172552397359	0.000251220212460523	3.58886017800747e-05	0.0207077232271031	0.000322997416020672	7.17772035601493e-05	0.0498133792707436	0.0138888888888889	0	0.00376830318690784	0	0	0.0160780935974734	0.000825437840941717	0.000394774619580821	0.00193798449612403	0	0	0.000143554407120299	0	0.0789190353143842	0	0.0243324720068906	0.00502440424921045	0.000179443008900373	0.000825437840941717	0.102964398507034	0.00147143267298306	0.000179443008900373	0.000681883433821418	0.0549454493252943	0.000610106230261269	0.00516795865633075	0.00620872810795291	0.00129198966408269	0	0.00229687051392478	0.00046655182314097	0	7.17772035601493e-05	0.000968992248062015	0.00168676428366351	0.0050961814527706	0	3.58886017800747e-05	0.0208512776342234	0	0.00488084984209015	7.17772035601493e-05	0	0	0	3.58886017800747e-05	0	0.000287108814240597	0.0028351995406259	0.000430663221360896	3.58886017800747e-05	0.000681883433821418	7.17772035601493e-05	0.00376830318690784	0.000358886017800746	0.000251220212460523	0.00208153890324433	3.58886017800747e-05	0.000143554407120299
